"lakeday","jday_cum","date","lake_id","jday","year","max.depth","pH","cond","o.cline","depth_w_o","depth_no_o","o_surf","o_mean","t.max","t.min","t.surf","t.cline","t.ocline","chl.surf","pc.surf","chl.tot","pc.tot","chl.oo","pc.oo","chl.mean","pc.mean","chl.int.unf","pc.int.unf","chl.int.30","pc.int.30","dpa.ncount","dpa.ninfect","dpa.nhealthy","dpa.lprev","dpa.lprev.se","dpa.nhealthymoms","dpa.nlmoms","dpa.healthy.eggs","dpa.l.eggs","dam.ncount","dam.ninfect","dam.nhealthy","dam.lprev","dam.lprev.se","dam.nhealthymoms","dam.nlmoms","dam.healthy.eggs","dam.l.eggs","dla.ncount","dla.ninfect","dla.nhealthy","dla.lprev","dla.lprev.se","dla.nhealthymoms","dla.nlmoms","dla.healthy.eggs","dla.l.eggs","sim.ncount","sim.ninfect","sim.nhealthy","sim.lprev","sim.lprev.se","sim.nhealthymoms","sim.nlmoms","sim.healthy.eggs","sim.l.eggs","dia.ncount","dia.ninfect","dia.nhealthy","dia.lprev","dia.lprev.se","cer.ncount","cer.ninfect","cer.nhealthy","cer.lprev","cer.lprev.se","bos.ncount","bos.ninfect","bos.nhealthy","bos.lprev","bos.lprev.se","light.0.5","light.1.0","light.1.5","light.2.0","light.mean","light.sd","light.cv","surf.correct","alo.dens","bos.dens","cal.dens","cer.dens","cha.dens","cyc.dens","dam.dens","dia.dens","dla.dens","dpa.dens","fairy.dens","hol.dens","mite.dens","ost.densr","sca.dens","sim.dens","invsimp","shannon"
"Deer_431",431,"3/7/2022","Deer",66,2022,1.746,6.79916666666667,52.475,NA,1.746,0,10.13,9.44,16.2777777777778,12.8333333333333,16.0396825396825,1.00181818181818,NA,1.72714285714286,0.285714285714286,2.02391,0.307775,2.02391,0.307775,1.80375,0.2875,2.12,0.735,NA,NA,0,0,0,NA,NA,0,0,NA,NA,350,33,317,0.0942857142857143,0.0156201260619887,165,31,2.2,0.806451612903226,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2.18163363685618,2.37800812767545,2.41786947335233,2.03521133236918,2.25318064256329,0.178263761729858,0.0791164979684275,0.826127684104338,0,538.140086690063,17579.2428318754,0,0,21166.8434098091,15785.4425429085,0,0,0,0,0,0,2152.56034676025,0,0,3.23821797931583,1.25354224371353
"Deer_452",452,"3/28/2022","Deer",87,2022,1.772,7.26333333333333,49.5083333333333,NA,1.772,0,10.2,9.55,14.2222222222222,13.7222222222222,14.1296296296296,6.46281818181818,NA,2.275,0.6,4.61981,1.016395,4.61981,1.016395,2.714,0.663,2.865,0.665,NA,NA,0,0,0,NA,NA,0,0,NA,NA,434,48,386,0.110599078341014,0.0150549624541444,163,48,0.447852760736196,0.0833333333333333,46,1,45,0.0217391304347826,0.0215015371759496,12,1,2.08333333333333,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,3.96390120999623,3.76281192211719,3.42057564743141,3.13008153894253,3.56934257962184,0.368867076899218,0.103343141957054,1.24638452430052,0,3109.25383420925,38506.9128698223,0,0,0,40659.4732165825,0,2152.56034676025,0,0,0,0,5740.160924694,0,0,2.55411792190055,1.10340229892951
"Deer_476",476,"4/21/2022","Deer",111,2022,1.792,7.2725,49.1416666666667,NA,1.792,0,8.37333333333333,7.32583333333333,18.3888888888889,15.7777777777778,18.0185185185185,1.00435353535354,NA,0.825,0.286666666666667,0.93305,0.16315,0.93305,0.16315,1.02875,0.2975,1.17,0.265,NA,NA,0,0,0,NA,NA,0,0,NA,NA,19,0,19,0,0,14,0,0,NA,353,14,339,0.0396600566572238,0.0103872792876903,69,14,0.782608695652174,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2.37634253361998,2.5115983346045,2.78827383597888,3.16711866823001,2.71083334310834,0.349176181940254,0.128807690383458,0.733263415486803,19373.0431208423,63141.770171634,91125.0546795173,0,0,5740.160924694,5740.160924694,717.520115586751,119825.859302987,0,0,0,0,2152.56034676025,5740.160924694,0,3.62418158009603,1.48941272036132
"Deer_496",496,"5/11/2022","Deer",131,2022,1.746,6.8575,66.9333333333333,NA,1.746,0,8.48,7.815,22.2222222222222,20.7777777777778,21.9444444444444,NA,NA,0.702035170914839,0.530271639042357,0.928923532898637,0.542978591160221,0.928923532898637,0.542978591160221,0.885521636040308,0.535652624309392,1.41582691167753,0.663328729281768,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,325,18,307,0.0553846153846154,0.0126876268937422,106,17,3.56603773584906,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,32049.2318295415,0,239.17337186225,0,956.693487449001,0,56444.915759491,0,0,0,0,0,0,0,1.90887618944196,0.723640818064712
"Deer_519",519,"6/3/2022","Deer",154,2022,1.692,7.45666666666667,80.8583333333333,NA,1.692,0,4.92,3.87333333333333,27.9833333333333,24.8172222222222,27.8053472222222,1.01212121212121,NA,0.405601659751037,0.839433701657459,0.716111144042679,1.29258114640884,0.716111144042679,1.29258114640884,0.543153526970954,0.902831491712707,0.624777711914641,1.09772099447514,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,363,0,363,0,0,259,0,0.760617760617761,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1435.0402311735,0,2870.080462347,1435.0402311735,52558.3484667295,0,0,0,0,1793.80028896688,0,0,1.29990849385519,0.5458685032687
"Deer_538",538,"6/22/2022","Deer",173,2022,1.626,7.92,80.78,NA,1.626,0,7.74,7.348,27.9672222222222,27.7461111111111,27.9492592592593,6.46281818181818,NA,2.01205295396167,2.47720994475138,2.92258921161826,3.74847651933702,2.92258921161826,3.74847651933702,2.24466508595139,2.91747237569061,2.03556609365738,3.38121546961326,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,187,0,187,0,0,16,0,0.625,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,2.6171864753281,3.28714402040069,3.48926306160211,4.09533575940817,3.37223232918477,0.609346377918959,0.180695254192723,0.71939736346516,0,0,2312.00926133508,0,2072.83588947283,558.071201011917,0,0,21445.8790103151,0,0,0,79.7244572874167,398.622286437084,0,0,1.53569158790042,0.749415289394863
"Deer_559",559,"7/13/2022","Deer",194,2022,1.595,6.948,83.56,NA,1.595,0,4.31333333333333,2.882,28.4383333333333,27.2172222222222,28.1909259259259,NA,NA,2.88666666666667,0.813333333333333,3.511405,0.901955,2.569555,0.65321,2.58,0.7175,2.14666666666667,0.713333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,134.535021672516,3542.75557070958,0,1121.1251806043,6726.75108362579,0,0,0,0,0,0,0,4529.34572964136,0,0,3.23842732969476,1.2825370851459
"Deer_582",582,"8/5/2022","Deer",217,2022,1.614,8.91,75.34,1.614,1.614,0,8.40666666666667,5.954,29.6138888888889,28.1077777777778,29.2944444444444,NA,28.1457901727016,1.29333333333333,2.32666666666667,2.264675,4.5485,2.264675,4.5485,1.4425,3.11,NA,NA,NA,NA,0,0,0,NA,NA,0,0,NA,NA,17,0,17,0,0,8,0,1.375,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,2,0,2,0,0,0,0,0,NA,NA,3,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5345.52486112129,0,215.256034676025,0,71.7520115586751,0,466.388075131388,0,0,0,0,2654.82442767098,0,0,2.13497812522413,0.95179083517944
"Deer_616",616,"9/8/2022","Deer",251,2022,1.022,6.59,64.26,1.614,1.614,-0.592,9.4375,9.338,26.9377777777778,26.6316666666667,26.79125,6.46281818181818,NA,1.06333333333333,2.86333333333333,0.49729,1.30455,0.49729,1.30455,1.06333333333333,2.86333333333333,1.304,2.926,0.482,1.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.41840727376861,3.64962361478394,3.45945099565347,3.26749429560378,3.44874404495245,0.157309706941239,0.0456136219130197,0.82599294757156,0,0,18296.7629474621,0,0,6995.82112697082,3228.84052014038,33723.4454325773,0,0,0,0,0,717.520115586751,0,0,2.58776701884098,1.14139752916213
"Deer_644",644,"10/6/2022","Deer",279,2022,1.439,4.27,44.85,NA,1.439,0,9.506,9.46666666666667,17.8977777777778,17.6255555555556,17.7405555555556,6.46281818181818,NA,1.216,2.43,1.15075,2.345275,1.15075,2.345275,1.216,2.43,1.086,2.052,0.388,0.766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.77110128911941,3.36186958568817,3.27030689542896,4.28206093101165,3.67133467531205,0.4617112584597,0.125761146638166,1.44579111826532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deer_679",679,"11/10/2022","Deer",314,2022,0.937,4.746,45.96,NA,0.937,0,9.136,9.136,15.9527777777778,15.8077777777778,15.8946666666667,6.46281818181818,NA,3.32333333333333,2.65333333333333,1.556985,1.25034,1.556985,1.25034,3.32333333333333,2.65333333333333,3.318,2.782,2.172,1.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.74475595308909,4.36695749456953,NA,NA,4.55585672382931,0.267143851941006,0.058637456824249,0.849360217138426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herrick_104",104,"4/14/2021","Herrick",104,2021,5.852,7.02769230769231,56.3,3.32384848484848,3.32384848484848,2.52815151515152,10.065,4.62538461538462,24.5555555555556,10.4444444444444,24.1944444444444,1.04963636363636,13.9021413970717,1.045,0.404761904761905,12.608625,5.97295,6.90513,2.66842755102041,2.30272727272727,1.10179344465059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herrick_216",216,"8/4/2021","Herrick",216,2021,6.032,7.02294117647059,142.347058823529,2.80528282828283,2.80528282828283,3.22671717171717,8.037,3.56441176470588,29.4444444444444,13.2222222222222,29.1444444444444,2.50684848484848,28.0178943652974,9.538,1.687,48.426025,9.13705,29.436355,5.19244,8.7575,1.61964285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herrick_369",369,"1/5/2022","Herrick",4,2022,6.331,6.55916666666667,40.9361111111111,3.79272727272727,3.79272727272727,2.53827272727273,9.065,4.69388888888889,12.3333333333333,10.5555555555556,12.2777777777778,2.84454545454545,10.8445843606784,6.2375,0.94875,28.773635,4.84699,28.12993,4.43956,4.6709375,0.81875,7.16,1.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.22389139581636,3.07651458713405,3.17741529679251,2.73962397270124,3.05436131311104,0.218657336823412,0.0715885628477586,0.817934696813327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herrick_413",413,"2/18/2022","Herrick",48,2022,4.937,6.91769230769231,32.1269230769231,NA,4.937,0,10.95625,9.43769230769231,13.2777777777778,8.5,13.2291666666667,1.41836363636364,NA,2.2525,0.44875,9.412005,2.038255,9.412005,2.038255,2.07,0.454090909090909,1.445,0.98,NA,NA,0,0,0,NA,NA,0,0,NA,NA,3,0,3,0,0,1,0,3,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,1.7980855273878,2.01331979256921,NA,1.90570265997851,0.152193608453475,0.0798622007775292,1.01687427578216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herrick_431",431,"3/7/2022","Herrick",66,2022,5.861,7.24892857142857,36.6107142857143,4.02573737373737,4.02573737373737,1.83526262626263,10.1633333333333,6.3675,17.6666666666667,9.16666666666667,17.6296296296296,1.00643434343434,9.74753775763393,1.85333333333333,0.286666666666667,15.49057,2.789485,13.067675,1.914015,2.60307692307692,0.478076923076923,3.14,0.555,NA,NA,4,0,4,0,0,2,0,7.5,NA,4,0,4,0,0,1,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1.27593497254649,1.17841729911548,1.13894886284907,1.04739704887719,1.16017454584706,0.0946970043137013,0.0816230666779211,0.698569134180172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herrick_452",452,"3/28/2022","Herrick",87,2022,5.976,6.53433333333333,44.58,4.9150303030303,4.9150303030303,1.0609696969697,10.0475,5.94066666666667,16.5555555555556,10.1666666666667,16.4375,1.19878787878788,10.5691296604993,0.7675,0.02625,12.60959,3.222675,11.6882,2.940055,2.04423076923077,0.504230769230769,1.67,0.59,NA,NA,6,0,6,0,0,2,0,3,NA,13,0,13,0,0,5,0,5.2,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,1.17449919814177,1.14542974385953,0.941442503321437,1.11602760517886,1.0943497626254,0.104695837711112,0.0956694480016529,0.846669481684788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herrick_476",476,"4/21/2022","Herrick",111,2022,5.773,6.42571428571429,49.2892857142857,3.60038383838384,3.60038383838384,2.17261616161616,10.0733333333333,5.37642857142857,21.6111111111111,11,21.3888888888889,1.04527272727273,14.4074140271597,1.43666666666667,0.0416666666666667,14.291805,2.51885,9.20707,0.66523,2.55458333333333,0.429166666666667,2.79,0.705,NA,NA,0,0,0,NA,NA,0,0,NA,NA,1,0,1,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,1,0,1,0,0,2,0,2,0,0,0,0,0,NA,NA,0.626335802260492,1.00732338463846,1.31739899258783,1.30950971301887,1.06514197312641,0.326212119605457,0.306261632567118,0.976194636149209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herrick_516",516,"5/31/2022","Herrick",151,2022,5.137,7.33961538461538,56.8576923076923,3.736,3.736,1.401,8.57,4.72307692307692,28.7811111111111,13.2616666666667,28.1397222222222,1.60855555555556,18.1086755996394,1.08400372597172,1.56146408839779,18.6028873740368,6.64330766574585,13.6340906935388,4.39778142265194,3.66713369617934,1.72956428930186,3.70835803200948,1.81388121546961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.693017423673002,1.36271284048923,1.44919140500585,1.6341670503688,1.28477217988422,0.410430219478975,0.319457586259349,1.54884344286707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herrick_536",536,"6/20/2022","Herrick",171,2022,5.707,7.91461538461538,87.0615384615385,3.34349494949495,3.34349494949495,2.36350505050505,8.38,4.26769230769231,32.1027777777778,12.6066666666667,31.7572222222222,1.03763636363636,22.6308703159236,0.601264572218929,0.180018416206261,13.9234585062241,7.0343135359116,5.01063663307646,1.80830455801105,2.49659158269117,1.25621546961326,2.23038925113614,1.42840699815838,NA,NA,6,0,6,0,0,2,0,0,NA,3,0,3,0,0,1,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,17,0,17,0,0,1,0,1,0,0,0.98852311387895,1.76281287759774,1.56063265063366,1.24149044128363,1.38836477084849,0.342214857648938,0.24648771334049,0.988147886078188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herrick_561",561,"7/15/2022","Herrick",196,2022,5.801,7.91846153846154,101.769230769231,3.16418181818182,3.16418181818182,2.63681818181818,8.41333333333333,3.91538461538462,32.6683333333333,13.7772222222222,31.5168518518519,1.05472727272727,26.4782338423459,1.17,0.166666666666667,11.457945,5.269255,6.987435,1.68558,2.03916666666667,0.908333333333333,1.784,0.976,NA,NA,0,0,0,NA,NA,0,0,NA,NA,2,0,2,0,0,1,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herrick_582",582,"8/5/2022","Herrick",217,2022,5.052,9.56666666666667,105.108333333333,3.11284848484849,3.11284848484849,1.93915151515152,8.44,4.28333333333333,32.5627777777778,15.8722222222222,32.1862962962963,1.02060606060606,28.6320489670751,1.27,0.173333333333333,10.63912,5.616555,6.799345,1.622355,2.14909090909091,1.09272727272727,2.38,1.362,1.66,1.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herrick_615",615,"9/7/2022","Herrick",250,2022,5.474,10.5078571428571,122.071428571429,3.42816161616162,3.42816161616162,2.04583838383838,8.435,4.31214285714286,31.5716666666667,16.8338888888889,30.3591666666667,1.05056565656566,26.8837990950146,0.8075,0.245,8.04503,3.20761,5.336935,1.93635,1.42076923076923,0.577692307692308,1.508,0.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6084927625575,0.918717167892644,NA,1.26360496522507,0.4877450004845,0.385994843252,4.55569219957836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herrick_643",643,"10/5/2022","Herrick",278,2022,3.459,10.343,50.17,NA,3.459,0,9.19,6.981,23.2333333333333,20.5688888888889,23.1803703703704,1.01148484848485,NA,3.37,0.876666666666667,10.17228,2.596785,10.17228,2.596785,3.305,0.86125,3.074,0.984,2.57,0.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.82653383670743,3.48889655761751,3.51266671159276,2.99084882310136,3.45473648225477,0.345421411859374,0.0999848797827646,1.11521352313167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Memorial_463",463,"4/8/2022","Memorial",98,2022,2.439,6.8125,43.525,2.35927272727273,2.35927272727273,0.0797272727272729,10.01125,6.5175,16.7222222222222,14,16.4236111111111,1.00760606060606,14.0542746085488,3.67,1.07375,4.061615,1.14054,4.061615,1.14054,2.605,0.755,1.75,0.725,NA,NA,363,0,363,0,0,112,0,1.35714285714286,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,9,0,9,0,0,1,0,1,0,0,0,0,0,NA,NA,4.24379690316286,3.54446030722837,3.3257097215481,3.20322083798123,3.57929694248014,0.464942112489325,0.129897608374219,0.902977374898666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Memorial_482",482,"4/27/2022","Memorial",117,2022,2.594,6.95375,63.5,NA,2.594,0,7.81166666666667,5.595,23.1666666666667,15.8333333333333,22.3425925925926,1.00809090909091,NA,0.598333333333333,0,1.830705,0.0624649999999999,1.830705,0.0624649999999999,0.921666666666667,0.0408333333333333,1.11,0.255,NA,NA,405,2,403,0.00493827160493827,0.00348325272935065,111,2,0.189189189189189,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,17,1,16,0.0588235294117647,0.0570672058909019,0,0,0,NA,NA,1.6249751822454,1.45499753877391,1.49353018370338,1.67177467021951,1.56131939373555,0.103524781820958,0.0663059603539983,1.07740760020822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Memorial_516",516,"5/31/2022","Memorial",151,2022,1.702,6.41583333333333,69.5833333333333,NA,1.702,0,8.55571428571429,6.76916666666667,25.3333333333333,24.2777777777778,25.2321031746032,1.39254545454545,NA,4.76500973833517,1.63190607734807,4.76103289863663,1.66919924033149,4.76103289863663,1.66919924033149,4.50066686425608,1.59668508287293,3.57231772377001,1.43232044198895,NA,NA,33,0,33,0,0,18,0,1.44444444444444,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,8,0,8,0,0,352,2,350,0.00568181818181818,0.00400622212228527,0,0,0,NA,NA,2.53021363700627,2.35969480428059,2.35156069430891,2.06013828229025,2.32540185447151,0.195083674611414,0.0838924567967847,1.93970272432523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Memorial_536",536,"6/20/2022","Memorial",171,2022,2.525,7.61,89.0285714285714,2.29545454545455,2.29545454545455,0.229545454545454,9.92666666666667,6.51571428571429,31.2438888888889,22.0138888888889,29.765,1.02020202020202,23.9089129168398,2.39498122900612,1.43623388581952,7.86242946058091,4.00910013812155,7.86242946058091,4.00910013812155,4.6515708358032,2.30814917127072,2.38826318909306,1.55755064456722,NA,NA,166,4,162,0.0240963855421687,0.0119021486735809,76,4,0.263157894736842,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,16,1,15,0.0625,0.0605153647844909,444,3,441,0.00675675675675676,0.00388781388897804,52,0,52,0,0,3.23872811341935,2.732542836765,2.98550768206931,2.85745085383502,2.95355737152217,0.216353924310859,0.0732519795948156,1.40171035095513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Memorial_561",561,"7/15/2022","Memorial",196,2022,2.291,7.21833333333333,75.8666666666667,1.8050303030303,1.8050303030303,0.485969696969697,9.59333333333333,6.27666666666667,33.1388888888889,24.8422222222222,30.2922222222222,1.01822222222222,26.1337354017326,1.40333333333333,2.37,3.21928,4.420295,2.07925,3.41144,1.798,2.268,2.058,2.856,NA,NA,108,0,108,0,0,57,0,0.701754385964912,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,37,0,37,0,0,478,40,438,0.0836820083682008,0.0126655836044432,33,0,33,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Memorial_586",586,"8/9/2022","Memorial",221,2022,2.853,8.54,149.025,2.01727272727273,2.01727272727273,0.835727272727273,9.51,5.55,31.4788888888889,23.3005555555556,30.3415277777778,1.00863636363636,27.0682541849373,3.2425,0.915,7.150505,1.957175,5.22926,1.51328,2.73428571428571,0.741428571428571,3.528,1.058,2.422,0.742,15,0,15,0,0,9,0,1.33333333333333,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,32,0,32,0,0,109,13,96,0.119266055045872,0.0310432759726838,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Memorial_615",615,"9/7/2022","Memorial",250,2022,2.481,9.31375,80.65,2.33277777777778,2.33277777777778,0.148222222222222,9.1975,5.73625,30.2266666666667,24.9361111111111,28.0047222222222,1.37511111111111,25.1763640644313,4.8825,1.4925,9.946445,2.72404,9.946445,2.72404,4.84166666666667,1.34333333333333,5.668,1.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.85170558150047,4.93873379294623,3.9734423739956,3.09742347982712,4.21532630706735,0.863425646245537,0.204830085110595,1.2978884677856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
